Face_Index,Vertex_Coordinates,Red,Green,Blue
3107,"(-3.218822, 13.805824, -1.254161); (-3.218288, 13.492447, -1.235998); (-3.05943, 13.54393, -1.023832); (-3.05849, 13.861351, -1.04149)",0.8,0.8,0.8
3108,"(0.756084, 2.299728, 11.291872); (0.955173, 2.353569, 11.235876); (0.951384, 2.437187, 10.977217); (0.746912, 2.405602, 11.039362)",0.8,0.8,0.8
3109,"(0.756084, 2.299728, 11.291872); (0.757524, 2.156319, 11.52185); (0.949147, 2.278671, 11.489298); (0.955173, 2.353569, 11.235876)",0.8,0.8,0.8
3110,"(0.757524, 2.156319, 11.52185); (0.756084, 2.299728, 11.291872); (0.581525, 2.186005, 11.325451); (0.573915, 2.011192, 11.542562)",0.8,0.8,0.8
3111,"(0.746912, 2.405602, 11.039362); (0.544718, 2.36367, 11.097776); (0.581525, 2.186005, 11.325451); (0.756084, 2.299728, 11.291872)",0.8,0.8,0.8
3112,"(0.757524, 2.156319, 11.52185); (0.746023, 2.000465, 11.730166); (0.935875, 2.1661, 11.719447); (0.949147, 2.278671, 11.489298)",0.8,0.8,0.8
3113,"(1.141882, 15.096344, -2.418365); (1.068081, 15.147415, -2.145033); (1.027638, 14.852211, -2.110799); (1.105952, 14.803444, -2.382437)",0.8,0.8,0.8
3114,"(1.182477, 15.048126, -2.698054); (1.141882, 15.096344, -2.418365); (1.105952, 14.803444, -2.382437); (1.149186, 14.757599, -2.661493)",0.8,0.8,0.8
3115,"(1.105952, 14.803444, -2.382437); (1.027638, 14.852211, -2.110799); (0.990827, 14.555496, -2.082136); (1.07068, 14.509178, -2.352231)",0.8,0.8,0.8
3116,"(1.182477, 15.048126, -2.698054); (1.215211, 15.337624, -2.740218); (1.176591, 15.388329, -2.460553); (1.141882, 15.096344, -2.418365)",0.8,0.8,0.8
3117,"(1.182477, 15.048126, -2.698054); (1.197801, 15.002533, -2.978957); (1.226571, 15.289742, -3.021093); (1.215211, 15.337624, -2.740218)",0.8,0.8,0.8
3118,"(1.16825, 14.714294, -2.942146); (1.197801, 15.002533, -2.978957); (1.182477, 15.048126, -2.698054); (1.149186, 14.757599, -2.661493)",0.8,0.8,0.8
3119,"(0.159503, 10.129669, -6.682599); (-0.044079, 10.13118, -6.892179); (-0.053236, 10.40712, -6.894026); (0.147746, 10.406731, -6.685609)",0.8,0.8,0.8
3120,"(0.135681, 10.684509, -6.68911); (0.147746, 10.406731, -6.685609); (-0.053236, 10.40712, -6.894026); (-0.062274, 10.683731, -6.897106)",0.8,0.8,0.8
3121,"(-0.25054, 10.13501, -7.097644); (-0.256344, 10.410347, -7.09995); (-0.053236, 10.40712, -6.894026); (-0.044079, 10.13118, -6.892179)",0.8,0.8,0.8
3122,"(0.159503, 10.129669, -6.682599); (0.169032, 9.853622, -6.678488); (-0.037654, 9.855881, -6.889001); (-0.044079, 10.13118, -6.892179)",0.8,0.8,0.8
3123,"(0.356491, 10.131546, -6.465855); (0.159503, 10.129669, -6.682599); (0.147746, 10.406731, -6.685609); (0.340158, 10.409492, -6.468945)",0.8,0.8,0.8
3124,"(0.356491, 10.131546, -6.465855); (0.370438, 9.854279, -6.461171); (0.169032, 9.853622, -6.678488); (0.159503, 10.129669, -6.682599)",0.8,0.8,0.8
3125,"(0.582813, 9.581558, -6.233852); (0.37926, 9.578392, -6.455432); (0.370438, 9.854279, -6.461171); (0.565766, 9.859329, -6.238505)",0.8,0.8,0.8
3126,"(0.544998, 10.137909, -6.241912); (0.565766, 9.859329, -6.238505); (0.370438, 9.854279, -6.461171); (0.356491, 10.131546, -6.465855)",0.8,0.8,0.8
3127,"(0.370438, 9.854279, -6.461171); (0.37926, 9.578392, -6.455432); (0.174234, 9.578529, -6.673227); (0.169032, 9.853622, -6.678488)",0.8,0.8,0.8
3128,"(0.582813, 9.581558, -6.233852); (0.592169, 9.304474, -6.229426); (0.382949, 9.30278, -6.448559); (0.37926, 9.578392, -6.455432)",0.8,0.8,0.8
3129,"(0.799861, 9.309937, -6.007973); (0.592169, 9.304474, -6.229426); (0.582813, 9.581558, -6.233852); (0.777534, 9.589417, -6.004607)",0.8,0.8,0.8
3130,"(0.649156, 6.15416, 2.33756); (0.669026, 6.298912, 2.046897); (0.453106, 6.458481, 2.140003); (0.43367, 6.308624, 2.430747)",0.8,0.8,0.8
3131,"(0.453106, 6.458481, 2.140003); (0.236009, 6.60643, 2.238912); (0.216445, 6.453476, 2.528656); (0.43367, 6.308624, 2.430747)",0.8,0.8,0.8
3132,"(0.649156, 6.15416, 2.33756); (0.843507, 5.973701, 2.239913); (0.854885, 6.104332, 1.946292); (0.669026, 6.298912, 2.046897)",0.8,0.8,0.8
3133,"(0.649156, 6.15416, 2.33756); (0.43367, 6.308624, 2.430747); (0.4216, 6.166428, 2.720797); (0.63274, 6.013161, 2.625561)",0.8,0.8,0.8
3134,"(0.669026, 6.298912, 2.046897); (0.689829, 6.443939, 1.75036); (0.480694, 6.614494, 1.846263); (0.453106, 6.458481, 2.140003)",0.8,0.8,0.8
3135,"(-1.819327, 2.563995, 10.757508); (-1.604257, 2.494987, 10.663567); (-1.621835, 2.691788, 10.448332); (-1.842027, 2.764214, 10.54208)",0.8,0.8,0.8
3136,"(-1.842027, 2.764214, 10.54208); (-1.621835, 2.691788, 10.448332); (-1.642838, 2.891754, 10.238374); (-1.869138, 2.95787, 10.324911)",0.8,0.8,0.8
3137,"(-1.376792, 2.646629, 10.369211); (-1.400113, 2.846992, 10.162156); (-1.642838, 2.891754, 10.238374); (-1.621835, 2.691788, 10.448332)",0.8,0.8,0.8
3138,"(-1.642838, 2.891754, 10.238374); (-1.672516, 3.072853, 10.016013); (-1.902306, 3.134178, 10.096927); (-1.869138, 2.95787, 10.324911)",0.8,0.8,0.8
3139,"(-1.604257, 2.494987, 10.663567); (-1.345746, 2.473122, 10.600696); (-1.376792, 2.646629, 10.369211); (-1.621835, 2.691788, 10.448332)",0.8,0.8,0.8
3140,"(-1.807647, 2.352028, 10.966099); (-1.593749, 2.267899, 10.854451); (-1.604257, 2.494987, 10.663567); (-1.819327, 2.563995, 10.757508)",0.8,0.8,0.8
3141,"(-1.819327, 2.563995, 10.757508); (-1.842027, 2.764214, 10.54208); (-2.057339, 2.846077, 10.634884); (-2.022542, 2.654343, 10.85578)",0.8,0.8,0.8
3142,"(2.031347, -0.107964, -2.404155); (2.120476, -0.113159, -2.125608); (1.916219, -0.326836, -2.099401); (1.828609, -0.322067, -2.377507)",0.0,1.0,0.0
3143,"(1.77574, -0.521477, -1.7882); (1.689799, -0.515007, -2.065238); (1.916219, -0.326836, -2.099401); (2.003474, -0.334137, -1.821859)",0.8,0.8,0.8
3144,"(1.916219, -0.326836, -2.099401); (2.120476, -0.113159, -2.125608); (2.211401, -0.123161, -1.848421); (2.003474, -0.334137, -1.821859)",0.0,1.0,0.0
3145,"(-3.971265, 2.552628, -0.903026); (-3.88183, 2.273773, -0.937219); (-3.846533, 2.262444, -0.675141); (-3.947649, 2.537476, -0.640657)",0.8,0.8,0.8
3146,"(-3.846533, 2.262444, -0.675141); (-3.819541, 2.243095, -0.414057); (-3.926506, 2.515854, -0.379729); (-3.947649, 2.537476, -0.640657)",0.8,0.8,0.8
3147,"(1.410314, 3.581001, -3.884785); (1.345617, 3.585129, -4.186888); (1.328465, 3.880753, -4.136745); (1.397562, 3.878853, -3.834994)",0.8,0.8,0.8
3148,"(1.437203, 3.283966, -3.938569); (1.410314, 3.581001, -3.884785); (1.486363, 3.580803, -3.586021); (1.510469, 3.282341, -3.639758)",0.8,0.8,0.8
3149,"(1.486363, 3.580803, -3.586021); (1.580822, 3.584839, -3.293468); (1.596537, 3.284439, -3.34491); (1.510469, 3.282341, -3.639758)",0.8,0.8,0.8
3150,"(1.397562, 3.878853, -3.834994); (1.477168, 3.880455, -3.536826); (1.486363, 3.580803, -3.586021); (1.410314, 3.581001, -3.884785)",0.8,0.8,0.8
3151,"(1.437203, 3.283966, -3.938569); (1.380131, 3.290833, -4.242328); (1.345617, 3.585129, -4.186888); (1.410314, 3.581001, -3.884785)",0.8,0.8,0.8
3152,"(1.437203, 3.283966, -3.938569); (1.510469, 3.282341, -3.639758); (1.561143, 2.988678, -3.699176); (1.495321, 2.993629, -3.999672)",0.8,0.8,0.8
3153,"(2.678985, 0.04805, 13.862138); (2.666453, 0.391319, 13.781114); (2.416447, 0.377319, 13.65204); (2.425234, 0.065842, 13.736143)",0.8,0.8,0.8
3154,"(2.196072, 0.309639, 13.47793); (2.260005, 0.083061, 13.575741); (2.425234, 0.065842, 13.736143); (2.416447, 0.377319, 13.65204)",0.8,0.8,0.8
3155,"(2.196072, 0.309639, 13.47793); (2.133079, 0.095322, 13.277147); (2.245071, -0.112076, 13.44994); (2.260005, 0.083061, 13.575741)",0.8,0.8,0.8
3156,"(3.91191, 0.605637, 3.736897); (3.978715, 0.572639, 4.011025); (3.928722, 0.290009, 3.985893); (3.859703, 0.323311, 3.711391)",0.8,0.8,0.8
3157,"(4.052009, 0.540779, 4.283831); (3.997624, 0.258911, 4.261073); (3.928722, 0.290009, 3.985893); (3.978715, 0.572639, 4.011025)",0.8,0.8,0.8
3158,"(3.928722, 0.290009, 3.985893); (3.803967, 0.029259, 3.983227); (3.73519, 0.062286, 3.708189); (3.859703, 0.323311, 3.711391)",0.8,0.8,0.8
3159,"(3.91191, 0.605637, 3.736897); (3.859703, 0.323311, 3.711391); (3.793353, 0.357475, 3.437258); (3.848693, 0.639847, 3.462876)",0.8,0.8,0.8
3160,"(-3.855756, 5.077026, -6.656058); (-3.896022, 5.048645, -6.373992); (-3.858752, 5.331894, -6.313359); (-3.801211, 5.356285, -6.590611)",0.8,0.8,0.8
3161,"(-3.94386, 5.025986, -6.093158); (-3.919042, 5.311768, -6.036539); (-3.858752, 5.331894, -6.313359); (-3.896022, 5.048645, -6.373992)",0.8,0.8,0.8
3162,"(-3.911496, 4.84034, -7.010567); (-3.934674, 4.802254, -6.724065); (-3.855756, 5.077026, -6.656058); (-3.823651, 5.111015, -6.939489)",0.8,0.8,0.8
3163,"(-3.758141, 5.386787, -6.870449); (-3.823651, 5.111015, -6.939489); (-3.855756, 5.077026, -6.656058); (-3.801211, 5.356285, -6.590611)",0.8,0.8,0.8
3164,"(-3.896022, 5.048645, -6.373992); (-3.855756, 5.077026, -6.656058); (-3.934674, 4.802254, -6.724065); (-3.961802, 4.769699, -6.438054)",0.8,0.8,0.8
3165,"(-3.996836, 4.743179, -6.154201); (-3.94386, 5.025986, -6.093158); (-3.896022, 5.048645, -6.373992); (-3.961802, 4.769699, -6.438054)",0.8,0.8,0.8
3166,"(-0.396593, -0.525352, 7.463054); (-0.423631, -0.471596, 7.17833); (-0.132824, -0.481445, 7.142294); (-0.106935, -0.535637, 7.427193)",0.8,0.8,0.8
3167,"(-0.367633, -0.580559, 7.748592); (-0.396593, -0.525352, 7.463054); (-0.106935, -0.535637, 7.427193); (-0.079538, -0.594986, 7.71241)",0.8,0.8,0.8
3168,"(-0.687607, -0.53508, 7.492887); (-0.396593, -0.525352, 7.463054); (-0.367633, -0.580559, 7.748592); (-0.657514, -0.582962, 7.779242)",0.8,0.8,0.8
3169,"(-0.367633, -0.580559, 7.748592); (-0.336416, -0.634926, 8.035687); (-0.624731, -0.629303, 8.067052); (-0.657514, -0.582962, 7.779242)",0.8,0.8,0.8
3170,"(-1.255795, 9.116486, -8.512364); (-1.269092, 8.850334, -8.5195); (-1.441505, 8.867294, -8.742502); (-1.437447, 9.133224, -8.728426)",0.8,0.8,0.8
3171,"(-1.437447, 9.133224, -8.728426); (-1.441505, 8.867294, -8.742502); (-1.674583, 8.881538, -8.897463); (-1.673833, 9.147141, -8.883415)",0.8,0.8,0.8
3172,"(-1.945738, 8.62355, -8.993788); (-1.943724, 8.889549, -8.975815); (-1.674583, 8.881538, -8.897463); (-1.678333, 8.616623, -8.91546)",0.8,0.8,0.8
3173,"(-1.453139, 8.601906, -8.754024); (-1.678333, 8.616623, -8.91546); (-1.674583, 8.881538, -8.897463); (-1.441505, 8.867294, -8.742502)",0.8,0.8,0.8
3174,"(-1.671028, 9.413376, -8.876469); (-1.433421, 9.399673, -8.720741); (-1.437447, 9.133224, -8.728426); (-1.673833, 9.147141, -8.883415)",0.8,0.8,0.8
3175,"(-3.745564, 1.158424, -2.110809); (-3.664472, 1.173744, -1.846821); (-3.76202, 1.445755, -1.821518); (-3.840358, 1.432617, -2.085458)",0.8,0.8,0.8
3176,"(-3.785419, 1.728806, -1.52954); (-3.849409, 1.722122, -1.79422); (-3.76202, 1.445755, -1.821518); (-3.692607, 1.454849, -1.557309)",0.8,0.8,0.8
3177,"(-3.588991, 1.186203, -1.583474); (-3.692607, 1.454849, -1.557309); (-3.76202, 1.445755, -1.821518); (-3.664472, 1.173744, -1.846821)",0.8,0.8,0.8
3178,"(-3.76202, 1.445755, -1.821518); (-3.849409, 1.722122, -1.79422); (-3.916675, 1.713356, -2.060323); (-3.840358, 1.432617, -2.085458)",0.8,0.8,0.8
3179,"(-3.745564, 1.158424, -2.110809); (-3.840358, 1.432617, -2.085458); (-3.918512, 1.419243, -2.351865); (-3.834225, 1.14006, -2.374633)",0.8,0.8,0.8
3180,"(-3.745564, 1.158424, -2.110809); (-3.834225, 1.14006, -2.374633); (-3.739198, 0.864159, -2.394024); (-3.642998, 0.887299, -2.13231)",0.8,0.8,0.8
3181,"(-3.745564, 1.158424, -2.110809); (-3.642998, 0.887299, -2.13231); (-3.555741, 0.906517, -1.869613); (-3.664472, 1.173744, -1.846821)",0.8,0.8,0.8
3182,"(2.080351, 4.51548, -0.77106); (2.11133, 4.498764, -0.476035); (2.165192, 4.195526, -0.554452); (2.129698, 4.211563, -0.846327)",0.8,0.8,0.8
3183,"(2.11133, 4.498764, -0.476035); (2.080351, 4.51548, -0.77106); (2.016097, 4.817863, -0.696162); (2.043332, 4.799957, -0.397792)",0.8,0.8,0.8
3184,"(2.016097, 4.817863, -0.696162); (2.080351, 4.51548, -0.77106); (2.042603, 4.52636, -1.067989); (1.984642, 4.829094, -0.996015)",0.8,0.8,0.8
3185,"(-2.147988, 1.466309, 16.590752); (-2.27224, 1.373749, 16.720495); (-2.039688, 1.226646, 16.811518); (-1.908826, 1.355133, 16.686626)",0.8,0.8,0.8
3186,"(-1.951394, 0.900757, 16.873058); (-1.811015, 1.066399, 16.796158); (-2.039688, 1.226646, 16.811518); (-2.205955, 1.070175, 16.878895)",0.8,0.8,0.8
3187,"(-2.27224, 1.373749, 16.720495); (-2.147988, 1.466309, 16.590752); (-2.218681, 1.559105, 16.404007); (-2.403202, 1.493996, 16.498272)",0.8,0.8,0.8
3188,"(3.649911, -0.216087, 3.990194); (3.58556, -0.184837, 3.713767); (3.73519, 0.062286, 3.708189); (3.803967, 0.029259, 3.983227)",0.8,0.8,0.8
3189,"(3.518054, -0.461525, 4.287657); (3.458302, -0.433762, 4.008867); (3.649911, -0.216087, 3.990194); (3.716089, -0.246506, 4.267446)",0.8,0.8,0.8
3190,"(0.077226, 6.567841, -6.819755); (0.115414, 6.299088, -6.890908); (-0.06459, 6.311859, -7.136434); (-0.104671, 6.579178, -7.063317)",0.8,0.8,0.8
3191,"(-0.285818, 6.592361, -7.30722); (-0.104671, 6.579178, -7.063317); (-0.06459, 6.311859, -7.136434); (-0.25104, 6.324417, -7.377482)",0.8,0.8,0.8
3192,"(-0.25104, 6.324417, -7.377482); (-0.06459, 6.311859, -7.136434); (-0.02113, 6.045052, -7.212735); (-0.210558, 6.057816, -7.452938)",0.8,0.8,0.8
3193,"(0.115414, 6.299088, -6.890908); (0.156848, 6.030411, -6.96429); (-0.02113, 6.045052, -7.212735); (-0.06459, 6.311859, -7.136434)",0.8,0.8,0.8
3194,"(-0.02113, 6.045052, -7.212735); (0.156848, 6.030411, -6.96429); (0.204027, 5.762177, -7.041543); (0.024818, 5.778023, -7.29085)",0.8,0.8,0.8
3195,"(-0.167116, 5.791702, -7.531132); (-0.210558, 6.057816, -7.452938); (-0.02113, 6.045052, -7.212735); (0.024818, 5.778023, -7.29085)",0.8,0.8,0.8
3196,"(-0.25104, 6.324417, -7.377482); (-0.210558, 6.057816, -7.452938); (-0.396891, 6.073959, -7.695504); (-0.43179, 6.340866, -7.62267)",0.8,0.8,0.8
3197,"(-4.609745, 2.738701, -6.233842); (-4.588741, 2.701256, -5.935173); (-4.504667, 2.991234, -5.895123); (-4.531127, 3.029648, -6.190493)",0.8,0.8,0.8
3198,"(-4.680252, 2.444122, -6.272872); (-4.658361, 2.406082, -5.97204); (-4.588741, 2.701256, -5.935173); (-4.609745, 2.738701, -6.233842)",0.8,0.8,0.8
3199,"(-4.680252, 2.444122, -6.272872); (-4.726498, 2.143814, -6.308972); (-4.713966, 2.106842, -6.005305); (-4.658361, 2.406082, -5.97204)",0.8,0.8,0.8
3200,"(-4.727966, 2.183861, -6.615016); (-4.726498, 2.143814, -6.308972); (-4.680252, 2.444122, -6.272872); (-4.688845, 2.48452, -6.576738)",0.8,0.8,0.8
3201,"(-4.183173, 1.030853, -8.55482); (-4.295744, 0.966454, -8.260305); (-4.367, 1.244499, -8.257171); (-4.24948, 1.303581, -8.555526)",0.8,0.8,0.8
3202,"(-4.367, 1.244499, -8.257171); (-4.420331, 1.529022, -8.245976); (-4.299926, 1.584236, -8.546476); (-4.24948, 1.303581, -8.555526)",0.8,0.8,0.8
3203,"(-4.183173, 1.030853, -8.55482); (-4.033208, 1.090851, -8.83849); (-3.961859, 0.829781, -8.823079); (-4.103494, 0.761971, -8.546553)",0.8,0.8,0.8
3204,"(-4.093896, 1.362579, -8.843162); (-4.033208, 1.090851, -8.83849); (-4.183173, 1.030853, -8.55482); (-4.24948, 1.303581, -8.555526)",0.8,0.8,0.8
3205,"(-4.295744, 0.966454, -8.260305); (-4.183173, 1.030853, -8.55482); (-4.103494, 0.761971, -8.546553); (-4.212246, 0.694519, -8.258441)",0.8,0.8,0.8
3206,"(-4.295744, 0.966454, -8.260305); (-4.212246, 0.694519, -8.258441); (-4.298647, 0.627434, -7.964846); (-4.385537, 0.903107, -7.961628)",0.8,0.8,0.8
3207,"(-4.459056, 1.18515, -7.954379); (-4.367, 1.244499, -8.257171); (-4.295744, 0.966454, -8.260305); (-4.385537, 0.903107, -7.961628)",0.8,0.8,0.8
3208,"(-2.132149, 4.778923, 6.710086); (-2.151647, 4.937294, 6.457602); (-2.382529, 4.836189, 6.467141); (-2.361494, 4.680786, 6.719628)",0.8,0.8,0.8
3209,"(-2.604427, 4.717575, 6.471437); (-2.382529, 4.836189, 6.467141); (-2.402755, 4.986671, 6.210895); (-2.625918, 4.865738, 6.215505)",0.8,0.8,0.8
3210,"(-2.151647, 4.937294, 6.457602); (-2.170853, 5.090454, 6.201807); (-2.402755, 4.986671, 6.210895); (-2.382529, 4.836189, 6.467141)",0.8,0.8,0.8
3211,"(-2.402755, 4.986671, 6.210895); (-2.423161, 5.134964, 5.952904); (-2.64637, 5.010902, 5.956995); (-2.625918, 4.865738, 6.215505)",0.8,0.8,0.8
3212,"(-2.604427, 4.717575, 6.471437); (-2.625918, 4.865738, 6.215505); (-2.836166, 4.726944, 6.214839); (-2.814363, 4.581726, 6.471294)",0.8,0.8,0.8
3213,"(-4.577516, 0.584549, -6.133894); (-4.652767, 0.884361, -6.112844); (-4.6548, 0.925339, -6.419797); (-4.581712, 0.626686, -6.440208)",0.8,0.8,0.8
3214,"(-4.46813, 0.387718, -6.762833); (-4.46557, 0.341805, -6.458276); (-4.581712, 0.626686, -6.440208); (-4.573546, 0.673851, -6.746687)",0.8,0.8,0.8
3215,"(-4.54957, 0.726051, -7.052298); (-4.619927, 1.020058, -7.034423); (-4.582784, 1.072426, -7.341577); (-4.51171, 0.781929, -7.356914)",0.8,0.8,0.8
3216,"(-4.582784, 1.072426, -7.341577); (-4.635052, 1.367714, -7.321676); (-4.578947, 1.420227, -7.630084); (-4.529823, 1.127579, -7.648467)",0.8,0.8,0.8
3217,"(-4.582784, 1.072426, -7.341577); (-4.529823, 1.127579, -7.648467); (-4.455541, 0.841537, -7.659748); (-4.51171, 0.781929, -7.356914)",0.8,0.8,0.8
3218,"(-4.582784, 1.072426, -7.341577); (-4.619927, 1.020058, -7.034423); (-4.673687, 1.317963, -7.013281); (-4.635052, 1.367714, -7.321676)",0.8,0.8,0.8
3219,"(-4.54957, 0.726051, -7.052298); (-4.51171, 0.781929, -7.356914); (-4.413342, 0.500923, -7.36726); (-4.448267, 0.442062, -7.06594)",0.8,0.8,0.8
3220,"(-4.54957, 0.726051, -7.052298); (-4.448267, 0.442062, -7.06594); (-4.46813, 0.387718, -6.762833); (-4.573546, 0.673851, -6.746687)",0.8,0.8,0.8
3221,"(-4.577516, 0.584549, -6.133894); (-4.581712, 0.626686, -6.440208); (-4.46557, 0.341805, -6.458276); (-4.462376, 0.297211, -6.154262)",0.8,0.8,0.8
3222,"(-2.671734, 2.718506, -10.026464); (-2.994637, 2.688339, -9.904808); (-3.002481, 2.964981, -9.868976); (-2.680943, 2.993416, -9.992164)",0.8,0.8,0.8
3223,"(-2.671734, 2.718506, -10.026464); (-2.657844, 2.446335, -10.051971); (-2.980841, 2.413513, -9.929197); (-2.994637, 2.688339, -9.904808)",0.8,0.8,0.8
3224,"(-2.345566, 3.019348, -10.081418); (-2.334976, 2.745674, -10.112491); (-2.671734, 2.718506, -10.026464); (-2.680943, 2.993416, -9.992164)",0.8,0.8,0.8
3225,"(-3.002481, 2.964981, -9.868976); (-3.00295, 3.242149, -9.822682); (-2.685595, 3.269272, -9.951313); (-2.680943, 2.993416, -9.992164)",0.8,0.8,0.8
3226,"(-3.002481, 2.964981, -9.868976); (-2.994637, 2.688339, -9.904808); (-3.298716, 2.654823, -9.744296); (-3.302158, 2.933403, -9.703761)",0.8,0.8,0.8
3227,"(-3.002481, 2.964981, -9.868976); (-3.302158, 2.933403, -9.703761); (-3.298582, 3.212868, -9.654962); (-3.00295, 3.242149, -9.822682)",0.8,0.8,0.8
3228,"(-3.00295, 3.242149, -9.822682); (-2.997529, 3.518829, -9.76874); (-2.685206, 3.544205, -9.901271); (-2.685595, 3.269272, -9.951313)",0.8,0.8,0.8
3229,"(-2.685595, 3.269272, -9.951313); (-2.351857, 3.29348, -10.040126); (-2.345566, 3.019348, -10.081418); (-2.680943, 2.993416, -9.992164)",0.8,0.8,0.8
3230,"(0.841029, 3.880272, 6.611738); (1.035686, 3.755241, 6.517365); (1.029662, 3.879501, 6.254944); (0.835523, 4.007851, 6.349977)",0.8,0.8,0.8
3231,"(1.044842, 3.636253, 6.780331); (1.035686, 3.755241, 6.517365); (0.841029, 3.880272, 6.611738); (0.844782, 3.751617, 6.871451)",0.8,0.8,0.8
3232,"(0.645558, 3.865143, 6.963384); (0.844782, 3.751617, 6.871451); (0.841029, 3.880272, 6.611738); (0.641288, 3.996399, 6.703911)",0.8,0.8,0.8
3233,"(1.230542, 3.62748, 6.423904); (1.224278, 3.748505, 6.161329); (1.029662, 3.879501, 6.254944); (1.035686, 3.755241, 6.517365)",0.8,0.8,0.8
3234,"(1.044842, 3.636253, 6.780331); (1.054774, 3.520775, 7.044209); (1.254494, 3.40493, 6.953763); (1.241008, 3.513161, 6.688193)",0.8,0.8,0.8
3235,"(1.230542, 3.62748, 6.423904); (1.035686, 3.755241, 6.517365); (1.044842, 3.636253, 6.780331); (1.241008, 3.513161, 6.688193)",0.8,0.8,0.8
3236,"(1.271116, 3.303688, 7.220978); (1.254494, 3.40493, 6.953763); (1.054774, 3.520775, 7.044209); (1.068519, 3.413177, 7.310167)",0.8,0.8,0.8
3237,"(0.844782, 3.751617, 6.871451); (0.85467, 3.633202, 7.134849); (1.054774, 3.520775, 7.044209); (1.044842, 3.636253, 6.780331)",0.8,0.8,0.8
3238,"(1.054774, 3.520775, 7.044209); (0.85467, 3.633202, 7.134849); (0.868736, 3.523438, 7.400752); (1.068519, 3.413177, 7.310167)",0.8,0.8,0.8
3239,"(1.254494, 3.40493, 6.953763); (1.45805, 3.290489, 6.865815); (1.443171, 3.394051, 6.59973); (1.241008, 3.513161, 6.688193)",0.8,0.8,0.8
3240,"(1.254494, 3.40493, 6.953763); (1.271116, 3.303688, 7.220978); (1.474221, 3.191338, 7.13246); (1.45805, 3.290489, 6.865815)",0.8,0.8,0.8
3241,"(1.419305, 3.614006, 6.069297); (1.619726, 3.482307, 5.981112); (1.605875, 3.588394, 5.714452); (1.410189, 3.72937, 5.805028)",0.8,0.8,0.8
3242,"(1.224278, 3.748505, 6.161329); (1.419305, 3.614006, 6.069297); (1.410189, 3.72937, 5.805028); (1.217047, 3.870186, 5.898282)",0.8,0.8,0.8
3243,"(1.029189, 4.012985, 5.995872); (1.029662, 3.879501, 6.254944); (1.224278, 3.748505, 6.161329); (1.217047, 3.870186, 5.898282)",0.8,0.8,0.8
3244,"(-1.166913, 5.696556, -9.122753); (-1.185473, 5.958878, -9.049831); (-1.004671, 5.928513, -8.810593); (-0.975002, 5.667854, -8.889966)",0.8,0.8,0.8
3245,"(-1.166913, 5.696556, -9.122753); (-1.405337, 5.712639, -9.299078); (-1.408345, 5.978172, -9.24018); (-1.185473, 5.958878, -9.049831)",0.8,0.8,0.8
3246,"(-1.166913, 5.696556, -9.122753); (-1.149038, 5.434135, -9.196926); (-1.397984, 5.448479, -9.368387); (-1.405337, 5.712639, -9.299078)",0.8,0.8,0.8
3247,"(-1.149038, 5.434135, -9.196926); (-1.166913, 5.696556, -9.122753); (-0.975002, 5.667854, -8.889966); (-0.942754, 5.407845, -8.97166)",0.8,0.8,0.8
3248,"(-0.855421, 5.891991, -8.544172); (-0.81894, 5.631111, -8.625613); (-0.975002, 5.667854, -8.889966); (-1.004671, 5.928513, -8.810593)",0.8,0.8,0.8
3249,"(-1.149038, 5.434135, -9.196926); (-1.13337, 5.17083, -9.270043); (-1.390997, 5.184044, -9.437855); (-1.397984, 5.448479, -9.368387)",0.8,0.8,0.8
3250,"(-1.149038, 5.434135, -9.196926); (-0.942754, 5.407845, -8.97166); (-0.920494, 5.144905, -9.046188); (-1.13337, 5.17083, -9.270043)",0.8,0.8,0.8
3251,"(-1.13337, 5.17083, -9.270043); (-1.116688, 4.9077, -9.342325); (-1.382138, 4.919502, -9.509467); (-1.390997, 5.184044, -9.437855)",0.8,0.8,0.8
3252,"(-0.889762, 4.88472, -9.12797); (-1.116688, 4.9077, -9.342325); (-1.13337, 5.17083, -9.270043); (-0.920494, 5.144905, -9.046188)",0.8,0.8,0.8
3253,"(-1.678122, 4.922417, -9.61622); (-1.678938, 5.187355, -9.544893); (-1.390997, 5.184044, -9.437855); (-1.382138, 4.919502, -9.509467)",0.8,0.8,0.8
3254,"(-1.390997, 5.184044, -9.437855); (-1.678938, 5.187355, -9.544893); (-1.679629, 5.451843, -9.475344); (-1.397984, 5.448479, -9.368387)",0.8,0.8,0.8
3255,"(1.965626, 2.25386, 9.968331); (2.219892, 2.276573, 9.896295); (2.189012, 2.342384, 9.636458); (1.943122, 2.356926, 9.71608)",0.8,0.8,0.8
3256,"(2.189012, 2.342384, 9.636458); (2.157276, 2.412659, 9.376845); (1.921606, 2.454628, 9.459633); (1.943122, 2.356926, 9.71608)",0.8,0.8,0.8
3257,"(-4.322356, 0.75544, -4.022695); (-4.380473, 1.055779, -4.008356); (-4.452715, 1.057747, -4.295538); (-4.401174, 0.754166, -4.310473)",0.8,0.8,0.8
3258,"(-4.401174, 0.754166, -4.310473); (-4.471409, 0.760818, -4.602801); (-4.385875, 0.461555, -4.622099); (-4.312866, 0.457291, -4.328658)",0.8,0.8,0.8
3259,"(-4.521212, 1.065536, -4.586071); (-4.471409, 0.760818, -4.602801); (-4.401174, 0.754166, -4.310473); (-4.452715, 1.057747, -4.295538)",0.8,0.8,0.8
