Face_Index,Vertex_Coordinates,Red,Green,Blue
9083,"(-3.045908, -0.310104, 11.434971); (-2.980999, -0.229378, 11.701175); (-3.178611, -0.110252, 11.713768); (-3.25697, -0.189552, 11.449053)",0.8,0.8,0.8
9084,"(-0.544466, 12.880188, -7.983171); (-0.520199, 13.152588, -8.006833); (-0.362209, 13.152122, -7.779207); (-0.390471, 12.879639, -7.752348)",0.8,0.8,0.8
9085,"(-4.178843, 3.114433, 3.472135); (-4.191679, 3.227158, 3.212219); (-4.190943, 2.953224, 3.168615); (-4.179458, 2.842751, 3.429812)",0.8,0.8,0.8
9086,"(-4.190943, 2.953224, 3.168615); (-4.170585, 2.68087, 3.125014); (-4.167614, 2.572578, 3.387589); (-4.179458, 2.842751, 3.429812)",0.8,0.8,0.8
9087,"(-4.178843, 3.114433, 3.472135); (-4.167135, 3.000198, 3.733251); (-4.147049, 3.26889, 3.775604); (-4.166167, 3.386253, 3.515278)",0.8,0.8,0.8
9088,"(-4.172018, 2.731064, 3.691915); (-4.167135, 3.000198, 3.733251); (-4.178843, 3.114433, 3.472135); (-4.179458, 2.842751, 3.429812)",0.8,0.8,0.8
9089,"(-4.273149, 2.174431, 9.371098); (-4.385633, 1.930374, 9.350811); (-4.327768, 1.870865, 9.625624); (-4.218948, 2.113983, 9.643619)",0.8,0.8,0.8
9090,"(-2.953735, 9.362907, -8.144753); (-2.849313, 9.380806, -8.395625); (-2.844683, 9.112442, -8.408484); (-2.94529, 9.093727, -8.155603)",0.8,0.8,0.8
9091,"(-2.857009, 9.649765, -8.38746); (-2.849313, 9.380806, -8.395625); (-2.953735, 9.362907, -8.144753); (-2.966908, 9.632484, -8.13925)",0.8,0.8,0.8
9092,"(-4.171114, 13.57267, -3.672105); (-4.180736, 13.295799, -3.64542); (-4.154405, 13.334389, -3.385015); (-4.144233, 13.612549, -3.412697)",0.8,0.8,0.8
9093,"(-0.038403, 9.034668, -6.87788); (-0.246327, 9.041321, -7.09404); (-0.242082, 9.31353, -7.095266); (-0.032973, 9.307632, -6.882842)",0.8,0.8,0.8
9094,"(-0.038403, 9.034668, -6.87788); (-0.046853, 8.762238, -6.874686); (-0.255811, 8.769737, -7.092101); (-0.246327, 9.041321, -7.09404)",0.8,0.8,0.8
9095,"(0.174718, 9.303978, -6.66661); (0.169719, 9.03006, -6.659261); (-0.038403, 9.034668, -6.87788); (-0.032973, 9.307632, -6.882842)",0.8,0.8,0.8
9096,"(2.235794, 0.821083, 11.273871); (2.172996, 0.939728, 11.406281); (2.083487, 1.048378, 11.173062); (2.102049, 0.832039, 11.135545)",0.8,0.8,0.8
9097,"(2.537762, 0.428726, 11.434089); (2.364112, 0.476242, 11.63928); (2.307804, 0.681107, 11.443418); (2.459444, 0.642372, 11.233353)",0.8,0.8,0.8
9098,"(-0.819073, 9.344147, -7.760858); (-0.809626, 9.615219, -7.763084); (-0.637292, 9.604179, -7.529243); (-0.642433, 9.332489, -7.528561)",0.8,0.8,0.8
9099,"(-0.447007, 12.33445, -7.699986); (-0.591007, 12.335159, -7.938512); (-0.568316, 12.607727, -7.960177); (-0.417881, 12.606956, -7.726431)",0.8,0.8,0.8
9100,"(-4.112246, 3.536125, 3.817191); (-4.147049, 3.26889, 3.775604); (-4.131385, 3.150978, 4.037396); (-4.091348, 3.414665, 4.077986)",0.8,0.8,0.8
9101,"(-3.402045, 10.938652, -6.848294); (-3.428315, 11.215096, -6.86752); (-3.360523, 11.22226, -7.130362); (-3.331858, 10.946655, -7.111668)",0.8,0.8,0.8
9102,"(-3.7886, 12.0308, -5.891234); (-3.786921, 11.751114, -5.869978); (-3.89576, 11.752861, -5.620756); (-3.885488, 12.032753, -5.639704)",0.8,0.8,0.8
9103,"(-3.612329, 12.87822, -7.008563); (-3.546424, 12.882889, -7.269044); (-3.517342, 12.604897, -7.245821); (-3.578497, 12.600266, -6.983724)",0.8,0.8,0.8
9104,"(-3.517342, 12.604897, -7.245821); (-3.442085, 12.611015, -7.505066); (-3.415741, 12.333817, -7.482547); (-3.489667, 12.327171, -7.222712)",0.8,0.8,0.8
9105,"(-4.172018, 2.731064, 3.691915); (-4.179458, 2.842751, 3.429812); (-4.167614, 2.572578, 3.387589); (-4.162803, 2.463486, 3.650812)",0.8,0.8,0.8
9106,"(-3.663897, 12.875313, -6.745619); (-3.699565, 13.153862, -6.770947); (-3.645821, 13.15686, -7.032927); (-3.612329, 12.87822, -7.008563)",0.8,0.8,0.8
9107,"(-3.607919, 13.440598, -7.315208); (-3.57655, 13.161484, -7.292067); (-3.645821, 13.15686, -7.032927); (-3.681238, 13.435921, -7.057215)",0.8,0.8,0.8
9108,"(-3.612329, 12.87822, -7.008563); (-3.645821, 13.15686, -7.032927); (-3.57655, 13.161484, -7.292067); (-3.546424, 12.882889, -7.269044)",0.8,0.8,0.8
9109,"(-3.620568, 11.757515, -6.387164); (-3.550877, 11.763, -6.64934); (-3.527733, 11.485695, -6.627284); (-3.609535, 11.479446, -6.367774)",0.8,0.8,0.8
9110,"(-4.041895, 2.346321, 2.521379); (-4.044176, 2.248093, 2.781612); (-4.119628, 2.515419, 2.821644); (-4.116518, 2.616966, 2.561804)",0.8,0.8,0.8
9111,"(-4.127319, 14.556534, -5.06812); (-4.097915, 14.550522, -5.321688); (-4.069143, 14.273857, -5.301991); (-4.103028, 14.28112, -5.046198)",0.8,0.8,0.8
9112,"(3.357855, 0.259422, 2.065922); (3.485547, 0.525368, 2.069857); (3.535453, 0.499344, 2.346661); (3.412206, 0.233269, 2.34122)",0.8,0.8,0.8
9113,"(-2.979654, 9.902565, -8.136641); (-2.996547, 10.173225, -8.137409); (-2.873469, 10.189056, -8.377993); (-2.864658, 9.919197, -8.381926)",0.8,0.8,0.8
9114,"(-2.857009, 9.649765, -8.38746); (-2.966908, 9.632484, -8.13925); (-2.979654, 9.902565, -8.136641); (-2.864658, 9.919197, -8.381926)",0.8,0.8,0.8
9115,"(-0.252224, 12.883194, -7.511968); (-0.285546, 12.610802, -7.482157); (-0.417881, 12.606956, -7.726431); (-0.390471, 12.879639, -7.752348)",0.8,0.8,0.8
9116,"(-0.568316, 12.607727, -7.960177); (-0.544466, 12.880188, -7.983171); (-0.390471, 12.879639, -7.752348); (-0.417881, 12.606956, -7.726431)",0.8,0.8,0.8
9117,"(-3.908733, 2.486946, -0.120079); (-3.891934, 2.450638, 0.138009); (-3.994277, 2.727348, 0.173395); (-4.008342, 2.764549, -0.084912)",0.8,0.8,0.8
9118,"(2.970173, 1.941772, 10.131851); (2.913578, 1.95623, 9.868965); (2.734229, 2.114334, 9.972406); (2.780698, 2.084442, 10.237926)",0.8,0.8,0.8
9119,"(3.972657, 1.470177, 10.563073); (4.304944, 1.461914, 10.591304); (4.369443, 1.502724, 10.295382); (4.059249, 1.559242, 10.30643)",0.8,0.8,0.8
9120,"(-0.967776, 9.356262, -8.009601); (-0.982114, 9.086884, -8.00871); (-1.114034, 9.101067, -8.265065); (-1.100531, 9.369316, -8.264558)",0.8,0.8,0.8
9121,"(-3.979225, 0.823105, 11.764802); (-3.949353, 1.026192, 11.774852); (-3.948054, 1.059418, 11.49474); (-3.989963, 0.857483, 11.486157)",0.8,0.8,0.8
9122,"(-3.994028, 0.784225, 12.042458); (-3.979225, 0.823105, 11.764802); (-3.939888, 0.622383, 11.756276); (-3.939427, 0.579445, 12.034077)",0.8,0.8,0.8
9123,"(-3.989963, 0.857483, 11.486157); (-3.962236, 0.654472, 11.475737); (-3.939888, 0.622383, 11.756276); (-3.979225, 0.823105, 11.764802)",0.8,0.8,0.8
9124,"(-3.854759, 0.382286, 12.025279); (-3.939427, 0.579445, 12.034077); (-3.939888, 0.622383, 11.756276); (-3.851845, 0.432693, 11.745263)",0.8,0.8,0.8
9125,"(-3.96347, 0.528374, 12.308293); (-4.021317, 0.740776, 12.317387); (-3.994028, 0.784225, 12.042458); (-3.939427, 0.579445, 12.034077)",0.8,0.8,0.8
9126,"(-1.886429, 0.015839, 3.603823); (-1.613932, -0.034515, 3.583962); (-1.584891, -0.062943, 3.86238); (-1.858844, -0.017944, 3.881607)",0.8,0.8,0.8
9127,"(1.673156, 4.469856, 2.901404); (1.520661, 4.689018, 2.998531); (1.527416, 4.58242, 3.278327); (1.678745, 4.36657, 3.17943)",0.8,0.8,0.8
9128,"(-2.901285, 13.470207, -8.463088); (-2.896351, 13.194267, -8.453499); (-3.073103, 13.189255, -8.245813); (-3.081911, 13.466286, -8.257617)",0.8,0.8,0.8
9129,"(-2.897962, 12.918427, -8.44952); (-3.063881, 12.912811, -8.232504); (-3.073103, 13.189255, -8.245813); (-2.896351, 13.194267, -8.453499)",0.8,0.8,0.8
9130,"(-0.068578, 12.072235, -6.943081); (-0.080704, 11.794838, -6.92454); (-0.234232, 11.793098, -7.158476); (-0.217317, 12.069054, -7.178802)",0.8,0.8,0.8
9131,"(0.707389, -0.018852, 14.479872); (0.727592, 0.183426, 14.689637); (0.679521, 0.371544, 14.488092); (0.65237, 0.134972, 14.278417)",0.8,0.8,0.8
9132,"(-1.15566, 4.795776, 6.819913); (-1.397242, 4.781639, 6.870353); (-1.385284, 4.616158, 7.119082); (-1.145421, 4.628578, 7.068744)",0.8,0.8,0.8
9133,"(-3.857721, 13.990334, -6.58047); (-3.819545, 13.710396, -6.557688); (-3.849923, 13.710678, -6.294227); (-3.890218, 13.989853, -6.317482)",0.8,0.8,0.8
9134,"(-1.671028, 9.413376, -8.876469); (-1.668001, 9.680397, -8.871065); (-1.428631, 9.666618, -8.717316); (-1.433421, 9.399673, -8.720741)",0.8,0.8,0.8
9135,"(3.785754, 0.676071, 3.189292); (3.800936, 0.95948, 3.226185); (3.85398, 0.921738, 3.50198); (3.848693, 0.639847, 3.462876)",0.8,0.8,0.8
9136,"(-3.226492, 1.036644, 16.04229); (-3.259665, 1.045753, 15.747737); (-3.464228, 0.98645, 15.762913); (-3.384804, 0.879227, 16.031078)",0.8,0.8,0.8
9137,"(-1.482916, 0.188461, 16.45298); (-1.428823, 0.072418, 16.161282); (-1.287036, 0.271896, 16.131163); (-1.370662, 0.382492, 16.398787)",0.8,0.8,0.8
9138,"(-1.207043, 0.493034, 16.082378); (-1.287036, 0.271896, 16.131163); (-1.23233, 0.197937, 15.850054); (-1.159086, 0.440323, 15.816335)",0.8,0.8,0.8
9139,"(-3.780917, 4.049866, 5.020758); (-3.862278, 3.804161, 4.982339); (-3.857327, 3.67852, 5.245871); (-3.766605, 3.919693, 5.282387)",0.8,0.8,0.8
9140,"(-2.482753, 11.023956, -8.731922); (-2.22259, 11.029457, -8.833893); (-2.226231, 10.760422, -8.845417); (-2.485722, 10.754494, -8.741026)",0.8,0.8,0.8
9141,"(-2.488324, 10.216644, -8.762655); (-2.48751, 10.485451, -8.751343); (-2.22835, 10.492081, -8.858274); (-2.230054, 10.223946, -8.871536)",0.8,0.8,0.8
9142,"(-2.22835, 10.492081, -8.858274); (-2.48751, 10.485451, -8.751343); (-2.485722, 10.754494, -8.741026); (-2.226231, 10.760422, -8.845417)",0.8,0.8,0.8
9143,"(-4.219321, 2.436905, 7.943774); (-4.081765, 2.660881, 7.968211); (-4.038506, 2.729218, 7.683984); (-4.174727, 2.507179, 7.658722)",0.8,0.8,0.8
9144,"(-4.038506, 2.729218, 7.683984); (-4.081765, 2.660881, 7.968211); (-3.91473, 2.861809, 7.988841); (-3.876747, 2.930923, 7.705762)",0.8,0.8,0.8
9145,"(0.479193, 0.190544, 14.357941); (0.237329, -0.003899, 14.273958); (0.170276, 0.202904, 14.076777); (0.406339, 0.365814, 14.152941)",0.8,0.8,0.8
9146,"(0.237329, -0.003899, 14.273958); (0.365218, -0.270882, 14.415283); (-0.022279, -0.352661, 14.398689); (-0.088497, -0.101929, 14.224696)",0.8,0.8,0.8
9147,"(-0.133614, 0.161453, 14.103993); (0.170276, 0.202904, 14.076777); (0.237329, -0.003899, 14.273958); (-0.088497, -0.101929, 14.224696)",0.8,0.8,0.8
9148,"(-1.428631, 9.666618, -8.717316); (-1.423656, 9.934669, -8.717827); (-1.231194, 9.92012, -8.510167); (-1.239016, 9.651787, -8.508101)",0.8,0.8,0.8
9149,"(-2.791243, 0.289955, -1.179924); (-2.703807, 0.315559, -0.921558); (-2.903528, 0.512054, -0.888071); (-2.988443, 0.490677, -1.145617)",0.8,0.8,0.8
9150,"(-4.16424, 14.704338, -3.557043); (-4.156181, 14.434456, -3.513828); (-4.120682, 14.483742, -3.261983); (-4.132483, 14.753876, -3.308338)",0.8,0.8,0.8
9151,"(-3.973144, 13.715424, -5.514108); (-4.002551, 13.992836, -5.537545); (-3.96272, 13.990463, -5.796088); (-3.925581, 13.71257, -5.772259)",0.8,0.8,0.8
9152,"(-3.88521, 13.711189, -6.032351); (-3.925581, 13.71257, -5.772259); (-3.96272, 13.990463, -5.796088); (-3.924244, 13.989868, -6.055878)",0.8,0.8,0.8
9153,"(-3.96272, 13.990463, -5.796088); (-4.002551, 13.992836, -5.537545); (-4.035685, 14.26992, -5.558971); (-3.998467, 14.268677, -5.816836)",0.8,0.8,0.8
9154,"(-2.703807, 0.315559, -0.921558); (-2.485762, 0.140068, -0.959609); (-2.400832, 0.165474, -0.700348); (-2.621563, 0.336563, -0.662902)",0.8,0.8,0.8
9155,"(-2.703807, 0.315559, -0.921558); (-2.621563, 0.336563, -0.662902); (-2.828755, 0.524002, -0.628359); (-2.903528, 0.512054, -0.888071)",0.8,0.8,0.8
9156,"(-2.703807, 0.315559, -0.921558); (-2.791243, 0.289955, -1.179924); (-2.575374, 0.110153, -1.218587); (-2.485762, 0.140068, -0.959609)",0.8,0.8,0.8
9157,"(-2.996547, 10.173225, -8.137409); (-2.979654, 9.902565, -8.136641); (-3.057152, 9.887154, -7.874868); (-3.078158, 10.158348, -7.877953)",0.8,0.8,0.8
9158,"(-2.873469, 10.189056, -8.377993); (-2.704602, 10.204407, -8.591171); (-2.701885, 9.935242, -8.600118); (-2.864658, 9.919197, -8.381926)",0.8,0.8,0.8
9159,"(-3.011992, 10.444214, -8.140265); (-2.879792, 10.459496, -8.374725); (-2.873469, 10.189056, -8.377993); (-2.996547, 10.173225, -8.137409)",0.8,0.8,0.8
9160,"(-2.873469, 10.189056, -8.377993); (-2.879792, 10.459496, -8.374725); (-2.707752, 10.473991, -8.584966); (-2.704602, 10.204407, -8.591171)",0.8,0.8,0.8
9161,"(2.835436, 2.609642, 0.75531); (2.972749, 2.349228, 0.679579); (2.912493, 2.368332, 0.403003); (2.778003, 2.632362, 0.479356)",0.8,0.8,0.8
9162,"(0.271329, 11.804031, -6.488095); (0.433631, 11.813332, -6.259703); (0.44522, 11.533943, -6.253944); (0.280829, 11.525131, -6.482353)",0.8,0.8,0.8
9163,"(-4.04318, 2.440552, 2.262319); (-4.118995, 2.713997, 2.302688); (-4.120823, 2.807693, 2.045002); (-4.045599, 2.531227, 2.004577)",0.8,0.8,0.8
9164,"(-4.120823, 2.807693, 2.045002); (-4.118995, 2.713997, 2.302688); (-4.176654, 2.991562, 2.345543); (-4.181346, 3.0877, 2.087577)",0.8,0.8,0.8
9165,"(-4.116518, 2.616966, 2.561804); (-4.118995, 2.713997, 2.302688); (-4.04318, 2.440552, 2.262319); (-4.041895, 2.346321, 2.521379)",0.8,0.8,0.8
9166,"(-3.953732, 2.259796, 1.966963); (-3.951376, 2.171661, 2.224659); (-4.04318, 2.440552, 2.262319); (-4.045599, 2.531227, 2.004577)",0.8,0.8,0.8
9167,"(-1.423656, 9.934669, -8.717827); (-1.422542, 10.203163, -8.713019); (-1.221097, 10.189102, -8.514768); (-1.231194, 9.92012, -8.510167)",0.8,0.8,0.8
9168,"(-2.851057, -0.857651, -6.642843); (-2.802758, -0.872322, -6.368183); (-3.092294, -0.806984, -6.320427); (-3.136988, -0.789284, -6.597927)",0.8,0.8,0.8
9169,"(-3.331603, -0.735092, -5.996963); (-3.378898, -0.720764, -6.280412); (-3.092294, -0.806984, -6.320427); (-3.042879, -0.818855, -6.040879)",0.8,0.8,0.8
9170,"(-2.704602, 10.204407, -8.591171); (-2.488324, 10.216644, -8.762655); (-2.487665, 9.9478, -8.773916); (-2.701885, 9.935242, -8.600118)",0.8,0.8,0.8
9171,"(-2.857009, 9.649765, -8.38746); (-2.864658, 9.919197, -8.381926); (-2.701885, 9.935242, -8.600118); (-2.697056, 9.666618, -8.608675)",0.8,0.8,0.8
9172,"(-2.701885, 9.935242, -8.600118); (-2.487665, 9.9478, -8.773916); (-2.485399, 9.680634, -8.784863); (-2.697056, 9.666618, -8.608675)",0.8,0.8,0.8
9173,"(1.111982, 0.518112, 12.097965); (1.038176, 0.330147, 11.913668); (1.265093, 0.360199, 11.817204); (1.332472, 0.452461, 12.040768)",0.8,0.8,0.8
9174,"(1.484285, 0.168419, 11.558523); (1.493918, 0.368019, 11.728604); (1.265093, 0.360199, 11.817204); (1.266261, 0.102509, 11.690237)",0.8,0.8,0.8
9175,"(-1.94736, 9.956093, -8.925887); (-2.230889, 9.95562, -8.885461); (-2.230054, 10.223946, -8.871536); (-1.947136, 10.224518, -8.91365)",0.8,0.8,0.8
9176,"(-2.487665, 9.9478, -8.773916); (-2.488324, 10.216644, -8.762655); (-2.230054, 10.223946, -8.871536); (-2.230889, 9.95562, -8.885461)",0.8,0.8,0.8
9177,"(-2.230054, 10.223946, -8.871536); (-2.22835, 10.492081, -8.858274); (-1.946446, 10.492203, -8.9008); (-1.947136, 10.224518, -8.91365)",0.8,0.8,0.8
9178,"(-0.774983, 8.241241, 0.965125); (-0.755917, 8.496193, 0.785661); (-1.099813, 8.493294, 0.863086); (-1.124036, 8.254875, 1.053616)",0.8,0.8,0.8
9179,"(0.935403, 14.116165, -5.405839); (0.984758, 14.145119, -5.134124); (0.974164, 13.867218, -5.108065); (0.922359, 13.839119, -5.379789)",0.8,0.8,0.8
9180,"(4.015025, 1.278267, 4.977396); (3.947314, 1.308334, 4.70655); (3.830413, 1.551674, 4.770077); (3.887214, 1.515762, 5.042055)",0.8,0.8,0.8
9181,"(4.050511, 1.058182, 4.646336); (3.947314, 1.308334, 4.70655); (4.015025, 1.278267, 4.977396); (4.128736, 1.032303, 4.916071)",0.8,0.8,0.8
9182,"(4.011962, 1.458801, 5.581503); (4.153161, 1.226822, 5.517955); (4.085767, 1.251938, 5.247385); (3.943559, 1.481583, 5.312967)",0.8,0.8,0.8
9183,"(-2.707752, 10.473991, -8.584966); (-2.48751, 10.485451, -8.751343); (-2.488324, 10.216644, -8.762655); (-2.704602, 10.204407, -8.591171)",0.8,0.8,0.8
9184,"(-4.04334, 13.997574, -5.27984); (-4.002551, 13.992836, -5.537545); (-3.973144, 13.715424, -5.514108); (-4.020187, 13.720985, -5.256336)",0.8,0.8,0.8
9185,"(-4.035685, 14.26992, -5.558971); (-4.002551, 13.992836, -5.537545); (-4.04334, 13.997574, -5.27984); (-4.069143, 14.273857, -5.301991)",0.8,0.8,0.8
9186,"(-4.065619, 13.729576, -4.998517); (-4.083876, 14.005356, -5.022865); (-4.04334, 13.997574, -5.27984); (-4.020187, 13.720985, -5.256336)",0.8,0.8,0.8
9187,"(-2.707752, 10.473991, -8.584966); (-2.708187, 10.743881, -8.578747); (-2.485722, 10.754494, -8.741026); (-2.48751, 10.485451, -8.751343)",0.8,0.8,0.8
9188,"(2.291788, 3.712418, 0.783852); (2.190979, 3.987167, 0.870197); (2.19122, 3.92186, 1.150089); (2.301279, 3.653038, 1.064281)",0.8,0.8,0.8
9189,"(2.422636, 3.38813, 0.982906); (2.403811, 3.437851, 0.706301); (2.291788, 3.712418, 0.783852); (2.301279, 3.653038, 1.064281)",0.8,0.8,0.8
9190,"(-1.56765, 1.138908, 13.092714); (-1.506495, 0.888748, 13.042513); (-1.571826, 0.958397, 12.749582); (-1.616685, 1.20282, 12.787342)",0.8,0.8,0.8
9191,"(4.459294, 1.505692, 9.443513); (4.618354, 1.305801, 9.389034); (4.556983, 1.264832, 9.10149); (4.44513, 1.470955, 9.147717)",0.8,0.8,0.8
9192,"(4.491298, 1.228645, 8.819817); (4.556983, 1.264832, 9.10149); (4.582107, 1.019905, 9.06986); (4.502345, 0.986755, 8.793177)",0.8,0.8,0.8
9193,"(-3.865031, 3.311806, 6.040874); (-3.7616, 3.545769, 6.074649); (-3.757968, 3.667549, 5.809479); (-3.855042, 3.430672, 5.774053)",0.8,0.8,0.8
9194,"(-3.991995, 1.096634, 11.217927); (-4.072638, 1.137444, 10.945758); (-4.119666, 0.918152, 10.940122); (-4.038154, 0.888458, 11.211545)",0.8,0.8,0.8
9195,"(-2.282775, 1.833969, 13.742894); (-2.505496, 1.849373, 13.782109); (-2.477362, 1.717308, 14.032257); (-2.261059, 1.70266, 13.994454)",0.8,0.8,0.8
9196,"(-2.477362, 1.717308, 14.032257); (-2.695356, 1.687378, 14.050914); (-2.662815, 1.559235, 14.30059); (-2.448668, 1.589912, 14.281022)",0.8,0.8,0.8
9197,"(-2.730718, 1.825569, 13.804751); (-2.695356, 1.687378, 14.050914); (-2.477362, 1.717308, 14.032257); (-2.505496, 1.849373, 13.782109)",0.8,0.8,0.8
9198,"(-3.028054, 8.519867, 0.648704); (-3.032379, 8.179138, 0.95713); (-2.74007, 8.384033, 1.042263); (-2.673899, 8.685722, 0.825156)",0.8,0.8,0.8
9199,"(0.594151, 13.219376, -6.100716); (0.6056, 13.496445, -6.122722); (0.731464, 13.514526, -5.877553); (0.722888, 13.237335, -5.856345)",0.8,0.8,0.8
9200,"(0.72193, 11.842255, -5.781044); (0.733177, 11.561722, -5.772198); (0.5971, 11.546524, -6.017473); (0.586049, 11.826454, -6.025079)",0.8,0.8,0.8
9201,"(-2.686669, 12.376091, -8.605444); (-2.692671, 12.10228, -8.596977); (-2.895332, 12.093758, -8.414824); (-2.893125, 12.368614, -8.425895)",0.8,0.8,0.8
9202,"(-2.699171, 11.828903, -8.58287); (-2.89782, 11.819504, -8.402581); (-2.895332, 12.093758, -8.414824); (-2.692671, 12.10228, -8.596977)",0.8,0.8,0.8
9203,"(2.522059, 3.166649, 0.630749); (2.403811, 3.437851, 0.706301); (2.422636, 3.38813, 0.982906); (2.559692, 3.128349, 0.906971)",0.8,0.8,0.8
9204,"(0.834699, 11.860191, -5.525694); (0.826275, 12.140999, -5.536611); (0.912012, 12.161507, -5.271542); (0.91921, 11.879768, -5.259372)",0.8,0.8,0.8
9205,"(-2.709273, 11.014336, -8.576335); (-2.482753, 11.023956, -8.731922); (-2.485722, 10.754494, -8.741026); (-2.708187, 10.743881, -8.578747)",0.8,0.8,0.8
9206,"(4.414527, 0.33564, 9.304276); (4.501698, 0.346024, 9.556705); (4.273913, 0.203484, 9.566435); (4.259465, 0.123466, 9.322583)",0.8,0.8,0.8
9207,"(3.453077, 1.939072, 2.272896); (3.399009, 1.9711, 1.994654); (3.273893, 2.226891, 2.064338); (3.32747, 2.192841, 2.342533)",0.8,0.8,0.8
9208,"(-2.166369, 13.747139, -8.805706); (-2.436048, 13.748871, -8.749453); (-2.434667, 14.022629, -8.749651); (-2.16376, 14.019974, -8.805524)",0.8,0.8,0.8
9209,"(1.589606, 0.527107, 15.014768); (1.626998, 0.767975, 14.860492); (1.339806, 0.742279, 14.821918); (1.321048, 0.558372, 15.041055)",0.8,0.8,0.8
9210,"(1.05833, 0.88192, 14.560186); (1.062264, 0.683762, 14.768531); (1.339806, 0.742279, 14.821918); (1.347944, 0.884163, 14.578246)",0.8,0.8,0.8
9211,"(-2.237908, 7.82489, -9.039158); (-2.488319, 7.813629, -8.934075); (-2.483405, 8.079231, -8.904222); (-2.22986, 8.0895, -9.007222)",0.8,0.8,0.8
9212,"(0.437855, 4.105186, 6.794606); (0.441162, 3.968422, 7.052423); (0.645558, 3.865143, 6.963384); (0.641288, 3.996399, 6.703911)",0.8,0.8,0.8
9213,"(-4.184247, 7.110115, -0.515437); (-4.115363, 7.113838, -0.250008); (-4.027788, 7.423309, -0.210756); (-4.10611, 7.415947, -0.478475)",0.8,0.8,0.8
9214,"(-4.166621, 7.398552, -0.755794); (-4.232506, 7.096161, -0.790331); (-4.184247, 7.110115, -0.515437); (-4.10611, 7.415947, -0.478475)",0.8,0.8,0.8
9215,"(-3.202723, 4.385498, 6.186116); (-3.184478, 4.248711, 6.445697); (-3.004292, 4.421143, 6.461086); (-3.024559, 4.561798, 6.203026)",0.8,0.8,0.8
9216,"(-1.088422, 13.98838, -8.602093); (-0.856757, 13.980293, -8.449958); (-0.868935, 13.708443, -8.437873); (-1.098614, 13.716957, -8.59192)",0.8,0.8,0.8
9217,"(0.542707, 1.670914, 11.868006); (0.728134, 1.858459, 11.917061); (0.746023, 2.000465, 11.730166); (0.528195, 1.860123, 11.732728)",0.8,0.8,0.8
9218,"(0.917136, 2.053139, 11.938882); (0.935875, 2.1661, 11.719447); (0.746023, 2.000465, 11.730166); (0.728134, 1.858459, 11.917061)",0.8,0.8,0.8
9219,"(2.280972, 1.032211, 12.190923); (2.264115, 1.176689, 11.961801); (2.198697, 0.979065, 11.805251); (2.23594, 0.830963, 12.020378)",0.8,0.8,0.8
9220,"(2.198697, 0.979065, 11.805251); (2.264115, 1.176689, 11.961801); (2.243474, 1.306091, 11.732677); (2.221616, 1.107979, 11.58206)",0.8,0.8,0.8
9221,"(2.267383, 0.64048, 11.836119); (2.23594, 0.830963, 12.020378); (2.198697, 0.979065, 11.805251); (2.183159, 0.79406, 11.631737)",0.8,0.8,0.8
9222,"(2.280972, 1.032211, 12.190923); (2.23594, 0.830963, 12.020378); (2.24833, 0.661079, 12.230701); (2.272861, 0.871597, 12.415496)",0.8,0.8,0.8
9223,"(-4.020247, 0.676613, 11.200955); (-3.962236, 0.654472, 11.475737); (-3.989963, 0.857483, 11.486157); (-4.038154, 0.888458, 11.211545)",0.8,0.8,0.8
9224,"(3.479019, 2.007477, 3.457589); (3.337943, 2.237732, 3.528636); (3.377514, 2.188156, 3.805281); (3.517266, 1.959038, 3.735106)",0.8,0.8,0.8
9225,"(3.377514, 2.188156, 3.805281); (3.203347, 2.39019, 3.878702); (3.247265, 2.342949, 4.154716); (3.421955, 2.142601, 4.081345)",0.8,0.8,0.8
9226,"(3.30319, 2.290031, 3.251342); (3.337943, 2.237732, 3.528636); (3.479019, 2.007477, 3.457589); (3.445983, 2.058334, 3.179346)",0.8,0.8,0.8
9227,"(0.654723, 3.742592, 7.22571); (0.447359, 3.837517, 7.31217); (0.462011, 3.722023, 7.577833); (0.670119, 3.631775, 7.491939)",0.8,0.8,0.8
9228,"(0.441162, 3.968422, 7.052423); (0.447359, 3.837517, 7.31217); (0.654723, 3.742592, 7.22571); (0.645558, 3.865143, 6.963384)",0.8,0.8,0.8
9229,"(0.868736, 3.523438, 7.400752); (0.85467, 3.633202, 7.134849); (0.654723, 3.742592, 7.22571); (0.670119, 3.631775, 7.491939)",0.8,0.8,0.8
9230,"(-2.851057, -0.857651, -6.642843); (-2.895133, -0.835945, -6.914485); (-2.611302, -0.881523, -6.967113); (-2.563258, -0.900421, -6.696748)",0.8,0.8,0.8
9231,"(3.702378, 1.787216, 4.836103); (3.651539, 1.826706, 4.562735); (3.51385, 2.054543, 4.631994); (3.558406, 2.009834, 4.905675)",0.8,0.8,0.8
9232,"(3.830413, 1.551674, 4.770077); (3.702378, 1.787216, 4.836103); (3.753193, 1.74791, 5.108273); (3.887214, 1.515762, 5.042055)",0.8,0.8,0.8
9233,"(4.847827, 0.752342, 10.471457); (4.710277, 1.015411, 10.521545); (4.655469, 0.959763, 10.814133); (4.781079, 0.683578, 10.753538)",0.8,0.8,0.8
9234,"(2.521527, 2.335976, 8.658355); (2.710814, 2.188904, 8.559973); (2.675308, 2.229019, 8.294134); (2.477104, 2.366028, 8.390841)",0.8,0.8,0.8
